Release Year,Song,Artist,Album,Genre,Duration,Writer,Composer,Producer,Award
2007,Hawak Kamay,Yeng Constantino,Salamat,Pop Rock,4:25,Yeng Constantino,Yeng Constantino,Jonathan Manalo,
2007,Salamat,Yeng Constantino,Salamat,Pop Rock,3:50,Yeng Constantino,Yeng Constantino,Jonathan Manalo,
2007,Cool Off,Yeng Constantino,Salamat,Pop Rock,3:42,Yeng Constantino,Yeng Constantino,Jonathan Manalo,
2007,If We Fall In Love,Yeng Constantino & RJ Jimenez,Salamat,Pop,4:14,Yeng Constantino,Yeng Constantino,Jonathan Manalo,
2007,Ikaw,Sarah Geronimo,Popstar: A Dream Come True,Pop,4:31,Sarah Geronimo,Sarah Geronimo,Jonathan Manalo,
2007,Ngiti,Ronnie Liang,Ngiti,Pop,4:02,Ronnie Liang,Ronnie Liang,Ronnie Liang,
2007,Hold On,Shamrock,Shamrock,Alt Rock,4:54,Shamrock,Shamrock,Shamrock,
2007,Even If,Sam Conception,Sam Concepcion,Pop,5:29,Sam Concepcion,Sam Concepcion,Sam Concepcion,
2007,Yakap Sa Dilim,Orange & Lemons,Love in the Land of Rubber Shoes,Alt Rock,4:42,Jim Paredes,Jim Paredes,Orange & Lemons,
2007,Migraine,Moonstar88,Popcorn,Alt Rock,4:58,Darwin Hernandez,Darwin Hernandez,Moonstar88,
2007,Ang Katulad Mong Walang Katulad,Orange & Lemons,Love in the Land of Rubber Shoes,Alt Rock,3:15,Clem Castro,Clem Castro,Orange & Lemons,
2007,Fuchsiang Pag-Ibig,Silent Sanctuary,Fuchsiang Pag-ibig,Alt Rock,4:17,Sarkie Sarangay,Sarkie Sarangay,Silent Sanctuary,
2007,Kundiman,Silent Sanctuary,Fuchsiang Pag-ibig,Alt Rock,4:06,Sarkie Sarangay,Sarkie Sarangay,Silent Sanctuary,
2007,Tattoed on My Mind,Chicosci,Method of Breathing,Alt Rock,3:59,Chicosci,Chicosci,Chicosci,
2007,Chicosci Vampire Social Club,Chicosci,Method of Breathing,Alt Rock,4:54,Chicosci,Chicosci,Chicosci,
2007,Deep,Bamboo,As the Music Plays,Alt Rock,5:14,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2007,Will You Ever Learn,Typecast,The Infatuation Is Always There,Alt Rock,4:17,Steve Badiola,Steve Badiola,Typecast,
2007,The Fight is Over,Urbandub,Embrace,Alt Rock,5:14,Gabby Alipe,Gabby Alipe,Urbandub,
2007,DVD X,Sandwich,DVD X,Alt Rock,4:05,Raymund Marasigan,Raymund Marasigan,Raymund Marasigan,
2007,Guillotine,Urbandub,Embrace,Alt Rock,4:10,Gabby Alipe,Gabby Alipe,Urbandub,
2007,Bawal sa Gamot,Rocksteddy,Ayos Lang,Alt Rock,3:46,Teddy Corpuz,Teddy Corpuz,Rocksteddy,
2007,Tayo Na,Rocksteddy,Ayos Lang,Alt Rock,3:42,Teddy Corpuz,Teddy Corpuz,Rocksteddy,
2007,Time In,Yeng Constantino,Salamat,Pop Rock,4:17,Yeng Constantino,Yeng Constantino,Jonathan Manalo,
2007,Pangarap Lang,Yeng Constantino,Salamat,Pop Rock,4:17,Yeng Constantino,Yeng Constantino,Jonathan Manalo,
2007,Awit ng Saya ,Yeng Constantino,Salamat,Pop Rock,3:24,Yeng Constantino,Yeng Constantino,Jonathan Manalo,
2007,Betamax,Sandwich,DVD X,Alt Rock,3:58,Raymund Marasigan,Raymund Marasigan,Raymund Marasigan,
2007,Sugat,Imago,Take 2,Alt Rock,4:41,Aia de Leon,Aia de Leon,Imago,
2007,Akap,Imago,Take 2,Alt Rock,3:55,Aia de Leon,Aia de Leon,Imago,
2007,Tulak ng Bibig,Julianne,Gratitude, Pop,4:28,Julianne Tarroja,Julianne Tarroja,Julianne Tarroja,
2007,Muli,Vina Morales,Vina Morales,Pop / Ballad,3:43,Vehnee Saturno,Vehnee Saturno,Vehnee Saturno,
2007,Catch Me I'm Falling,Toni Gonzaga,Toni Gonzaga,Pop,3:45,Christian Martinez,Christian Martinez,Christian Martinez,
2007,I've Fallen For You,Toni Gonzaga,Toni Gonzaga,Pop,4:31,Toni Gonzaga,Toni Gonzaga,Christian Martinez,
2007,Nagmamahal ng Tunay,Piolo Pascual,Piolo Pascual,Pop / Ballad,4:35,Piolo Pascual,Piolo Pascual,Piolo Pascual,
2007,Hiling ,Silent Sanctuary,Fuchsiang Pag-ibig,Alt Rock,4:21,Sarkie Sarangay,Sarkie Sarangay,Silent Sanctuary,
2007,Paalam ,Silent Sanctuary,Fuchsiang Pag-ibig,Alt Rock,4:30,Sarkie Sarangay,Sarkie Sarangay,Silent Sanctuary,
2007,Sunburn ,Sandwich,DVD X,Alt Rock,4:01,Raymund Marasigan,Raymund Marasigan,Raymund Marasigan,
2007,Sumigaw ,6cyclemind,Permission to Shine,Alt Rock,4:01,6cyclemind,6cyclemind,6cyclemind,
2007,Liwanag,Callalily,Destination XYZ,Alt Rock,4:03,Kean Cipriano,Kean Cipriano,Callalily,
2007,Dream ,Callalily,Destination XYZ,Alt Rock,4:28,Kean Cipriano,Kean Cipriano,Callalily,
2007,Gratitude,Julianne,Gratitude,Pop,4:00,Julianne Tarroja,Julianne Tarroja,Julianne Tarroja,
2007,Pangarap Ko ang Ibigin ka,Sarah Geronimo,Taking Flight,Pop Ballad,4:11,Vehnee Saturno,Vehnee Saturno,Jonathan Manalo,
2007,Mahal Ko o Mahal Ako,Various Artists,Various Artists,Pop Ballad,3:53,Jungee Marcelo,Jungee Marcelo,Jungee Marcelo,
2007,Pusong Lito ,Myrus,Wanted: Just Alive,Pop,3:51,Myrus Apacible,Myrus Apacible,Myrus Apacible,
2008,Antukin,Rico Blanco,Your Universe,Alt Rock,4:01,Rico Blanco,Rico Blanco,Rico Blanco,
2008,Your Universe,Rico Blanco,Your Universe,Alt Rock,4:18,Rico Blanco,Rico Blanco,Rico Blanco,
2008,Penge Naman ng Sikreto,Itchyworms,Self-Titled,Alt Rock,4:01,Jazz Nicolas,Jazz Nicolas,The Itchyworms,
2008,Ang Huling El Bimbo,Eraserheads,Cutterpillow,Alt Rock,4:01,Ely Buendia,Ely Buendia,Robin Rivera,
2008,Ang Pag-ibig Kong Ito,Moonstar88,Todo Combo,Alt Rock,4:25,Venancio Satubig Jr.,Venancio Satubig Jr.,Moonstar88,
2008,Disconnection Notice,Puppil,Beautiful Machines,Alt Rock,4:01,Ely Buendia,Ely Buendia,Ely Buendia,
2008,A Very Special Love,Sarah Geronimo,Taking Flight,Pop,4:31,Jungee Marcelo,Jungee Marcelo,Jungee Marcelo,
2008,Please  Be Careful with My Heart,Christian Bautista & Sarah Geronimo,Taking Flight,Pop Ballad,4:26,Jose Mari Chan,Jose Mari Chan,Christian Bautista,
2008,Ikaw,Sarah Geronimo,Taking Flight,Pop,4:23,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2008,Very Special Love ,Sarah Geronimo,Taking Flight,Pop,3:23,Jungee Marcelo,Jungee Marcelo,Jungee Marcelo,
2008,If I'm Not in Love with You,Jennylyn Mercado,Love Is...,Pop Ballad,3:50,Diane Warren,Diane Warren,Jennylyn Mercado,
2008,Bakit Ba Minahal Kita ,Angeline Quinto,Angeline Quinto,Pop Ballad,4:20,Vehnee Saturno,Vehnee Saturno,Angeline Quinto,
2008,Sundo ,Yeng Constantino,Salamat,Pop Rock,4:12,Aia de Leon,Aia de Leon,Yeng Constantino,
2008,Tanging Yaman ,Various Artists,Tanging Yaman OST,Pop Gospel,4:11,Philip Gan / Manoling Francisco,Philip Gan,Various Producers,
2008,"Araw-Araw, Gabi-Gabi",MYMP,Beyond Acoustic,Acoustic Pop,3:41,Willy Cruz,Willy Cruz,MYMP,
2008,Di Na Ganun ,Constantino,Lapit,Pop Rock,4:53,Yeng Constantino,Yeng Constantino,Yeng Constantino,
2008,Halik,Aegis,Halik,Pinoy Rock,4:02,Celso Gabat Jr.,Celso Gabat Jr.,Aegis,
2008,Luha,Aegis,Halik,Pinoy Rock,4:35,Celso Gabat Jr.,Celso Gabat Jr.,Aegis,
2008,Basang-Basang Sa Ulan ,Aegis,Halik,Pinoy Rock,4:28,Celso Gabat Jr.,Celso Gabat Jr.,Aegis,
2008,Yugto,Rico Blanco,Your Universe,Alt Rock,4:15,Rico Blanco,Rico Blanco,Rico Blanco,
2008,Aitana,Rocksteddy,Ayos Lang Ako,Alt Rock,4:21,Teddy Corpuz,Teddy Corpuz,Rocksteddy,
2008,Boy Kulot,Rocksteddy,Ayos Lang Ako,Alt Rock,4:28,Teddy Corpuz,Teddy Corpuz,Rocksteddy,
2008,Kaibigan ,Chicosci,Chicosci,Alt Rock,4:41,Chicosci,Chicosci,Chicosci,
2008,Last Order ,Parokya ni Edgar,Bigotilyo,Alt Rock,3:32,Chito Miranda,Chito Miranda,Chito Miranda,
2008,Wag Mo Na Sana ,Parokya ni Edgar,Gulong Itlog Gulong,Alt Rock,5:05,Chito Miranda,Chito Miranda,Chito Miranda,
2008,Hala ,Bamboo,As The Music Plays,Alt Rock,4:15,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2008,Walang Iba ,Ezra Band ,Single,Pop Rock,5:02,Ezra Band,Ezra Band,Ezra Band,
2008,Little Child,Bamboo,Light Peace Love,Alt Rock,3:53,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2008,Selos,Sandwich,S Marks the Spot,Alt Rock,3:53,Raymund Marasigan,Raymund Marasigan,Raymund Marasigan,
2008,Kasalanan,6cyclemind,Home,Alt Rock,4:44,6cyclemind,6cyclemind,6cyclemind,
2008,Kailan ,Bamboo,We Stand Alone Together,Alt Rock,4:41,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2008,If You Walk Away ,Rachelle Ann Go,I Care,Pop Ballad,4:05,Rachelle Ann Go,Rachelle Ann Go,Rachelle Ann Go,
2008,Alam ng Mondo,Rachelle Ann Go,Rachelle Ann Go,Pop Ballad,4:10,Rachelle Ann Go,Rachelle Ann Go,Rachelle Ann Go,
2008,Dahil Minahal Kita,Sarah Geronimo,Becoming,Pop,3:35,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2008,Ang Sa Iyo ay Akin,Aegis,Aegis: Greatest Hits,Pinoy Rock,4:05,Celso Gabat Jr.,Celso Gabat Jr.,Aegis,
2008,Captured,Christian Bautista,Captured,Pop Ballad,4:21,Christian Bautista,Christian Bautista,Christian Bautista,
2008,Bakit,Rocksteddy,Tsubtsatsubi,Alt Rock,4:54,Teddy Corpuz,Teddy Corpuz,Rocksteddy,
2008,Kung Fu Fighting ,Vhong Navarro,Totoy Bibbo,Novelty Pop,3:44,Carl Douglas,Carl Douglas,Vhong Navarro,
2008,Giling-Giling ,Willie Revillame,Boomataryo,Novelty,4:05,Willie Revillame,Willie Revillame,Willie Revillame,
2008,Boomataryo,Willie Revillame,Boomataryo,Novelty,4:10,Lito Camo,Lito Camo,Willie Revillame,
2008,Darna Theme ,Regine Velasquez,Single,Pop Ballad,3:18,Barry De Vorzon,Barry De Vorzon,Regine Velasquez,
2008,May Bukas Pa,Kyle Balasbas,Single,Pop Ballad,4:21,Charo Unite,Charo Unite,Kyle Balasbas,
2008,Teacher's Pet,Pupil,Wildlife,Alt Rock,4:15,Ely Buendia,Ely Buendia,Ely Buendia,
2008,Blow-Up,Pupil,Beautiful Machines,Alt Rock,3:13,Ely Buendia,Ely Buendia,Ely Buendia,
2008,Kalayaan ,Bamboo,Tomorrow Becomes Yesterday,Alt Rock,4:20,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2008,Kailan ,Bamboo,We Stand Alone Together,Alt Rock,3:51,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2008,Magasin (Live),Eraserheads,Eraserheads: The Reunion Concert,Alt Rock,4:58,Ely Buendia,Ely Buendia,Robin Rivera,
2008,Prosthetic Love,Chicosci,Fly Blackbird,Alt Rock,3:49,Chicosci,Chicosci,Chicosci,
2008,One Look ,Kjwan,Kjwan,Alt Rock,3:57,Kjwan,Kjwan,Kjwan,
2008,First of Summer,Urbandub,Embrace,Alt Rock,5:14,Gabby Alipe,Gabby Alipe,Gabby Alipe,
2009,Upuan,Gloc-9 feat. Jeazel Grutas,Matrikula,Pinoy Hip Hop,4:00,Aristotle Pollisco,Aristotle Pollisco,Aristotle Pollisco,
2009,Martilyo ,Gloc-9,Matrikula,Pinoy Hip Hop,4:11,Aristotle Pollisco,Aristotle Pollisco,Aristotle Pollisco,
2009,Balita ,Gloc-9 feat. Gabby Alipe ,Matrikula,Pinoy Hip Hop,3:27,Aristotle Pollisco,Aristotle Pollisco,Aristotle Pollisco,
2009,Carino Brutal,Slapshock,Cariño Brutal EP,Metalcore Nu Metal,4:01,Slapshock,Slapshock,Slapshock,
2009,Castaway,Franco,Franco,Alt Rock,4:44,Franco Reyes,Franco Reyes,Franco Reyes,
2009,Di Na Mababawi,Sponge Cola,Sponge Cola,Alt Rock,4:26,Gosh Dilay,Gosh Dilay,Sponge Cola,
2009,Diamond Shotgun,Chicosci,Fly Blackbird,Alt Rock,4:13,Chicosci,Chicosci,Chicosci,
2009,Radical,6cyclemind,Home,Alt Rock,4:01,6cyclemind,6cyclemind,6cyclemind,
2009,Back To Love,Quest,Life of a Champion,R&B Soul,4:30,Jose Villanueva III,Jose Villanueva III,Quest,
2009,Lapit,Yeng Constantino,Lapit,Pop Rock,4:28,Yeng Constantino,Yeng Constantino,Yeng Constantino,
2009,Jeepney Love Story,Yeng Constantino,Lapit,Pop Rock,4:24,Yeng Constantino,Yeng Constantino,Yeng Constantino,
2009,Wag Kang Magtanong,Yeng Constantino,Lapit,Pop Rock,4:26,Yeng Constantino,Yeng Constantino,Yeng Constantino,
2009,Dahil Minamahal Kita,Sarah Geronimo,Music and Me,Pop,4:28,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2009,Right Here Waiting,Sarah Geronimo,Music and Me,Pop Ballad,3:51,Richard Marx,Richard Marx,Sarah Geronimo,
2009,You Changed My Life In A Moment,Sarah Geronimo,Music and Me,Pop,4:52,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2009,Bukas Na Lang Kita Mamahalin,Lani Misalucha,Loving You,Pop Ballad,4:34,Vehnee Saturno,Vehnee Saturno,Lani Misalucha,
2009,Simulan Mo,6cyclemind,Fiesta!,Alt Rock,5:16,6cyclemind,6cyclemind,6cyclemind,
2009,Lipad,6cyclemind,Project: 6cyclemind,Alt Rock,4:03,6cyclemind,6cyclemind,6cyclemind,
2009,Tao,Bamboo,As The Music Plays,Alt Rock,4:14,Sampaguita,Sampaguita,Bamboo Mañalac,
2009,Kailan,Bamboo,We Stand Alone Together,Alt Rock,4:24,Bamboo Mañalac,Bamboo Mañalac,Bamboo Mañalac,
2009,Gathering Force,Franco,Franco,Alt Rock,4:28,Franco Reyes,Franco Reyes,Franco Reyes,
2009,Memory Lane,Franco,Franco,Alt Rock,3:42,Franco Reyes,Franco Reyes,Franco Reyes,
2009,Araw-Araw  ,Sponge Cola,Sponge Cola,Alt Rock,4:35,Gosh Dilay,Gosh Dilay,Sponge Cola,
2009,Bahaghari,Sponge Cola,Araw Oras Tagpuan,Alt Rock,3:53,Gosh Dilay,Gosh Dilay,Sponge Cola,
2009,Different ,Kamikazee,Maharot,Alt Rock,3:52,Kamikazee,Kamikazee,Kamikazee,
2009,Unang Tikim,Kamikazee,Long Time No See,Alt Rock,4:21,Kamikazee,Kamikazee,Kamikazee,
2009,Bata  ,Yeng Constantino,Journey,Pop Rock,4:54,Yeng Constantino,Yeng Constantino,Yeng Constantino,
2009,Siglo,Yeng Constantino,Lapit,Pop Rock,4:21,Yeng Constantino,Yeng Constantino,Yeng Constantino,
2009,Something New In My Life,Sarah Geronimo,One Heart,Pop,4:01,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2009,Record Breaker,Sarah Geronimo,Music and Me,Pop,4:36,Sarah Geronimo,Sarah Geronimo,Sarah Geronimo,
2009,Paano Kita Iibigin,Piolo Pascual & Regine Velasquez,Paano Kita Iibigin OST,Pop Ballad,4:23,Ogie Alcasid,Ogie Alcasid,Regine Velasquez,
2009,Dahil May Isang Ikaw,Vina Morales,Vina Morales (2003),Pop Ballad,4:15,Vehnee Saturno,Vehnee Saturno,Vina Morales,
2009,Suddenly It's Magic,Erik Santos,The Gift,Pop Ballad,4:56,Erik Santos,Erik Santos,Erik Santos,
2009,Maling Akala,Itchyworms,Noontime Show,Alt Rock,3:41,Ely Buendia,Ely Buendia,The Itchyworms,
2009,Pare Ko,Sponge Cola,Sponge Cola,Alt Rock,4:26,Ely Buendia,Ely Buendia,Sponge Cola,
2009,The Bobo Song,Gloc-9 feat. Loonie,Talumpati,Pinoy Hip Hop,3:11,Aristotle Pollisco,Aristotle Pollisco,Aristotle Pollisco,
2009,Sumayaw Ka,Gloc-9,Matrikula,Pinoy Hip Hop,3:41,Aristotle Pollisco,Aristotle Pollisco,Aristotle Pollisco,
2009,Makapiling Ka,Sponge Cola,Sponge Cola,Alt Rock,4:28,Gosh Dilay,Gosh Dilay,Sponge Cola,
2009,Picture Picture,Tanya Markova,Tanya Markova,Alt Rock,3:32,Tanya Markova,Tanya Markova,Tanya Markova,
2009,Too Much Love Will Kill You,Jovit Baldivino,Faithfully,Pop Ballad,4:24,Brian May / Freddie Mercury,Brian May,Jovit Baldivino,
2009,Breathe Again,Chicosci,Fly Blackbird,Alt Rock,4:06,Chicosci,Chicosci,Chicosci,
2009,Ituloy Mo Lang,Siakol,Hayan Na Ang Siakol,Pinoy Rock,4:01,Siakol,Siakol,Siakol,
2009,Pakiusap Lang (Lasingin Niyo Ako),Parokya ni Edgar,Middle-Aged Juvenile Novelty Pop Rockers,Alt Rock,3:29,Chito Miranda,Chito Miranda,Chito Miranda,
2009,Meron Ba,Kjwan,2StepMarv,Alt Rock,3:35,Kjwan,Kjwan,Kjwan,
2009,OMG,Karylle,Roadshow,Pop,4:28,Karylle,Karylle,Karylle,
2009,With a Smile,Aiza Seguerra,Songs from the Vault,Acoustic Pop,3:11,Ely Buendia,Ely Buendia,Aiza Seguerra,
2009,Star Ng Pasko,AIza Seguerra & Yeng Constantino,Single,Pop,4:26,Robert Labayen,Robert Labayen,Robert Labayen,
2009,Dota o Ako,Aikee & Sabrina,Single,Pinoy Hip Hop,4:24,Aikee,Aikee,Aikee,
2009,Fall In Love Again,Amber Davis,Amber,R&B / Pop,3:54,Amber Davis,Amber Davis,Amber Davis,
2009,Lipad Ng Pangarap,Angeline Quinto & Regine Velasquez,Angeline Quinto,Pop Ballad,4:21,Arnel De Pano,,Jonathan Manalo,
